genre,rank,estimated_sales
501098,18,48313.5
501098,19,48313.5
501098,20,48313.5
502221,1,158597.5
502221,2,106798.0
502221,3,106798.0
502221,4,81198.0
502221,5,81198.0
502221,6,81198.0
502221,7,67999.0
502221,8,67999.0
502221,9,67999.0
502221,10,67999.0
502221,11,67999.0
502221,12,67999.0
502221,13,56349.0
502221,14,56349.0
502221,15,56349.0
502221,16,56349.0
502221,17,56349.0
502221,18,56349.0
502221,19,55849.0
502221,20,53699.0
502280,1,83760.0
502280,2,83760.0
502280,3,71760.0
502280,4,71760.0
502280,5,55040.0
502280,6,53820.0
502280,7,53820.0
502280,8,48860.0
502280,9,48860.0
502280,10,48860.0
502280,11,48860.0
502280,12,42425.0
502280,13,42425.0
502280,14,42425.0
502280,15,42425.0
502280,16,42000.0
502280,17,35998.0
502280,18,34997.0
502280,19,34997.0
502280,20,31560.0
502835,1,252720.0
502835,2,252720.0
502835,3,252720.0
502835,4,252720.0
502835,5,252720.0
502835,6,252720.0
502835,7,238826.5
502835,8,238826.5
502835,9,238826.5
502835,10,238826.5
502835,11,238826.5
502835,12,238826.5
502835,13,238826.5
502835,14,238826.5
502835,15,238826.5
502835,16,238826.5
502835,17,238826.5
502835,18,238826.5
502835,19,238826.5
502835,20,238826.5
506012,1,99000.0
506012,2,99000.0
506012,3,99000.0
506012,4,99000.0
506012,5,90000.0
506012,6,90000.0
506012,7,90000.0
506012,8,72000.0
506012,9,65500.0
506012,10,54000.0
506012,11,53000.0
506012,12,44000.0
506012,13,37500.0
506012,14,37500.0
506012,15,37500.0
506012,16,37500.0
506012,17,37500.0
506012,18,36000.0
506012,19,36000.0
506012,20,36000.0
506536,1,131260.0
506536,2,131260.0
506536,3,131260.0
506536,4,131260.0
506536,5,131260.0
506536,6,131260.0
506536,7,131260.0
506536,8,131260.0
506536,9,131260.0
506536,10,131260.0
506536,11,131260.0
506536,12,131260.0
506536,13,131260.0
506536,14,124248.0
506536,15,124248.0
506536,16,124248.0
506536,17,124248.0
506536,18,97476.5
506536,19,97476.5
506536,20,86195.0
506539,1,412482.0
506539,2,268608.0
506539,3,215900.0
506539,4,199863.0
506539,5,138519.5
506539,6,101175.0
506539,7,80011.5
506539,8,80011.5
506539,9,65448.0
506539,10,54000.0
506539,11,54000.0
506539,12,54000.0
506539,13,54000.0
506539,14,48600.0
506539,15,48600.0
506539,16,48600.0
506539,17,48600.0
506539,18,48600.0
506539,19,28350.0
506539,20,22030.0
507515,1,196300.0
507515,2,125140.0
507515,3,79420.0
507515,4,58890.0
507515,5,46090.0
507515,6,42450.0
507515,7,37840.0
507515,8,32840.0
507515,9,26940.0
507515,10,24000.0
507515,11,23900.0
507515,12,22760.0
507515,13,22760.0
507515,14,21960.0
507515,15,19490.0
507515,16,17960.0
507515,17,17960.0
507515,18,16780.0
507515,19,16780.0
507515,20,14480.0
507843,1,434419.0
507843,2,283652.5
507843,3,247917.0
507843,4,174250.0
507843,5,168758.5
507843,6,168758.5
507843,7,117040.0
507843,8,117040.0
507843,9,89760.0
507843,10,87960.0
507843,11,87960.0
507843,12,72150.0
